date_time,city_area,state,country,ufo_shape,encounter_length,description,date_documented,latitude,longitude,time,weekday,month
2007-11-21 05:30:00,gastonia,nc,us,diamond,900.0,Object moved straight up&#44 left&#44 right then back to center,11/28/2007,35.2619444,-81.1875,05:30,Wednesday,November
2006-11-26 21:25:00,olympia,wa,us,light,3.0,Low&#44 quick light seen over Olympia&#44 Washington&#44 neighborhood.,12/7/2006,47.0380556,-122.8994444,21:25,Sunday,November
1998-09-13 00:00:00,woodinville (hyw 9 &amp; 522 jxn.),wa,us,light,3.0,I was exiting off hwy 522&#44 as I made the left hand turn on to hwy 9. I saw a large white light&#44 with a green tint to it. It had a very,9/26/1998,47.7544444,-122.1622222,24:00,Sunday,September
2013-12-07 19:00:00,oroville,ca,us,formation,300.0,4 large wing span aircraft flying slowly in straight line eqidistance apart with flashing red and white lights.,12/12/2013,39.5138889,-121.5552778,19:00,Saturday,December
2007-09-25 06:00:00,damascus,or,us,circle,3600.0,Huge ball of light seen in eastern sky at 6 am Sept 25&#44 2007 east of Gresham&#44 Oregon.,10/8/2007,45.4177778,-122.4577778,06:00,Tuesday,September
2009-06-05 15:00:00,los angeles (lincoln heights),ca,us,disk,4.0,Two different types of objects were filmed on June 5th 2009 near Dodger Stadium 3:00 PM,8/5/2009,34.0522222,-118.2427778,15:00,Friday,June
2013-07-04 21:48:00,temecula,ca,us,light,10.0,Two very bright &#39stars&#44&#39&#44 one of them red&#44 moving slowly from south to north then fading away.,7/14/2013,33.4936111,-117.1475,21:48,Thursday,July
2011-01-22 18:30:00,cypress,tx,us,triangle,15.0,A single Triangle UFO flew quickly and silently over Cypress&#44 Texas&#44 at night.,1/31/2011,29.9688889,-95.6969444,18:30,Saturday,January
2001-08-05 21:10:00,costa mesa,ca,us,light,20.0,I saw two lights cross the sky at a high rate of speed from the south to south west and disa peer from sight. it was a clear sky.,8/12/2001,33.6411111,-117.9177778,21:10,Sunday,August
2012-04-02 21:00:00,new haven (east rock area; facing w),ct,us,cross,720.0,From the east rock area on the 2nd floor&#44 one could see a ovalish type group of very bright white lights,4/18/2012,41.3080556,-72.9286111,21:00,Monday,April
2009-11-17 18:07:00,west lebanon,nh,us,unknown,240.0,11/17/09 18:07 West Lebanon NH  amber globes coming on and fading at the same rate in sequence in a straight line with no sound,12/12/2009,43.6422222,-72.2522222,18:07,Tuesday,November
1997-12-17 00:20:00,west hollywood,ca,us,unknown,600.0,i saw a glowing object moving from east to west&#44 i noticed at about 25 degrees from horizon and followed it to 90 degrees where it appe,9/6/2002,34.0983333,-118.3258333,00:20,Wednesday,December
2009-09-19 19:46:00,putney,vt,us,light,60.0,VANISHING BRIGHT WHITE LIGHT WITH CONE SHAPED MIST IN PUTNEY&#44 VT.  ((NUFORC Note:  Missile launch.  PD)),12/12/2009,42.9747222,-72.5222222,19:46,Saturday,September
2011-06-22 14:36:00,hudson falls,ny,us,fireball,120.0,strange green/blue fireballs,6/27/2011,43.3005556,-73.5863889,14:36,Wednesday,June
2012-07-04 21:40:00,winter haven,fl,us,circle,300.0,There were three orange orb like circles that appeared one at a time and formed a triangle,8/5/2012,28.0219444,-81.7330556,21:40,Wednesday,July
2012-04-18 20:55:00,fordland,mo,us,light,30.0,Bright light that diminished traveling from south to north over Fordland&#44 MO.  ((NUFORC Note:  Possible orbiting body?  PD)),5/13/2012,37.1575,-92.9405556,20:55,Wednesday,April
2013-01-31 22:30:00,lake havasu city,az,us,circle,900.0,What are these bright orange orbs in the sky here over Lake Havasu City&#44 AZ????,2/4/2013,34.4838889,-114.3216667,22:30,Thursday,January
2007-09-18 02:00:00,portland,or,us,light,2.0,Earth shaking explosion followed by bluish green glow on hill above home.,10/8/2007,45.5236111,-122.675,02:00,Tuesday,September
2000-06-10 19:30:00,gilbert,az,us,unknown,600.0,bright red light with grey/white spheres clustered around it,6/21/2000,33.3527778,-111.7883333,19:30,Saturday,June
2013-11-05 20:20:00,medina,oh,us,fireball,180.0,2 fireballs&#44 same pattern&#44 silent.,11/11/2013,41.1383333,-81.8638889,20:20,Tuesday,November
2010-03-13 22:00:00,cleveland,oh,us,oval,90.0,Ufos seen in cleveland ohio&#44 changed color and disapeared then reappeared.,8/5/2012,41.4994444,-81.6955556,22:00,Saturday,March
2013-11-18 21:51:00,red rock,az,us,light,300.0,Stationary oscillating lights north of I-10.,11/20/2013,32.5761111,-111.325,21:51,Monday,November
2012-11-15 20:00:00,gaithersburg,md,us,changing,1200.0,4 Huge lights like spotlights reflecting across the clouds in a very strange pattern.  ((NUFORC Note:  Advertising lights.  PD)),11/19/2012,39.1433333,-77.2016667,20:00,Thursday,November
2003-12-16 17:50:00,wendover,ut,us,light,5.0,Beautiful&#44 gold hovering lights.,12/19/2003,40.7372222,-114.0366667,17:50,Tuesday,December
2004-06-26 00:20:00,west fargo,nd,us,triangle,5.0,triangular craft in west fargo&#44 ND,7/8/2004,46.8772222,-96.7894444,00:20,Saturday,June
2007-02-23 07:39:00,denver,co,us,unknown,2.0,Strange object behind a weatherman giving forecast.,3/8/2007,39.7391667,-104.9841667,07:39,Friday,February
2013-12-26 03:00:00,bartow county (hwy 20; near wilderness camp rd.),ga,us,circle,60.0,Ultra bright bluish circle hovered then shot to the ground on north side of Lake Allatoona.,1/10/2014,32.8786111,-82.4738889,03:00,Thursday,December
1998-07-17 02:10:00,jacksonville (interstate 10&#44 heading e),fl,us,diamond,30.0,Diamond Shape Object Glowing incadescent Yellowish&#44 The object was to our front right hovering just slightly below cloud level.  It was,11/21/1998,30.3319444,-81.6558333,02:10,Friday,July
2011-09-03 21:00:00,passaic,mo,us,other,600.0,On a research outing i heard and saw movement alongside the road i was working on&#44 later something was found in the images.,10/10/2011,38.3219444,-94.3480556,21:00,Saturday,September
1974-08-01 22:00:00,springfield,oh,us,cigar,1800.0,Small fleet large craft over Ohio,7/16/2006,39.9241667,-83.8088889,22:00,Thursday,August
2008-04-08 20:30:00,harrisville,wv,us,light,120.0,Lime green bar of light in evening sky.,10/30/2012,39.2094444,-81.0519444,20:30,Tuesday,April
2009-02-12 22:08:00,columbus,oh,us,oval,1200.0,Luminous blue Cloud-Orb spotted over the Sky area of Buffalo NY from Columbus&#44 OH same time as crash of Aircraft,3/19/2009,39.9611111,-82.9988889,22:08,Thursday,February
1978-08-10 22:00:00,san diego,ca,us,oval,900.0,I saw an huge glowing UFO with my mother and neighbors hovering over our backyard; when I was about 20&#44 which moved at light speed.,3/6/2001,32.7152778,-117.1563889,22:00,Thursday,August
2002-06-22 20:30:00,patterson,nc,us,light,420.0,Ball of light&#44similar to the Brown Mountain Lights.....in Patterson.,7/1/2002,35.9991667,-81.5641667,20:30,Saturday,June
2002-01-08 07:00:00,north hero,vt,us,cigar,900.0,Cigar-shaped  craft flew slowing and at a low level directly over the back road I was traveling and right over my me.,5/24/2005,44.8175,-73.2897222,07:00,Tuesday,January
2009-02-15 17:15:00,new haven,ct,us,sphere,15.0,Small Sphere traveled very low&#44 very smoothly&#44 and then danced out of sight.,3/19/2009,41.3080556,-72.9286111,17:15,Sunday,February
2008-03-25 21:13:00,phoenix,az,us,sphere,12.0,red shapes shooting across the sky,6/12/2008,33.4483333,-112.0733333,21:13,Tuesday,March
2009-10-08 06:27:00,bradenton,fl,us,unknown,5.0,flying object with static orangish lights moving from right to left at great speed without a trail or sound.,12/12/2009,27.4986111,-82.575,06:27,Thursday,October
2013-11-20 08:00:00,new bedford,ma,us,light,86400.0,Bright light seen all day into the night. Solid light and flashing it would would/is moving around the sky.,12/2/2013,41.6361111,-70.9347222,08:00,Wednesday,November
2004-07-16 23:30:00,granby,mo,us,sphere,7.0,Me and a friend were walking from the pool to the jacuzzi at his girlfriends house....  my wife and his girlfriend and another couple h,7/25/2004,36.9191667,-94.255,23:30,Friday,July
2008-06-20 19:30:00,west chester,oh,us,triangle,180.0,Dark colored wing seen heading South-Southeast from Old Station Rd and Oregon Pass.  Wing executed ~120 degree turn almost instantly,3/19/2009,39.0875,-81.9227778,19:30,Friday,June
2012-07-20 04:00:00,greene,me,us,diamond,7200.0,A diamond shaped craft grows brighter&#44 vanishes and comes back&#44 hovering in the distance in Greene&#44 Maine.,8/5/2012,44.1897222,-70.1408333,04:00,Friday,July
2003-10-18 20:00:00,port washington,ny,us,unknown,180.0,2 giant craft flying very low at high speeds&#44 with changing color lights&#33,4/9/2004,40.8255556,-73.6986111,20:00,Saturday,October
2013-04-06 20:30:00,patten,me,us,light,900.0,We saw 8 orange lights tracking from north-west to south-east while we were driving through Patten&#44 Maine on Friday&#44 4/6/2013 at 20:30.,5/15/2013,45.9963889,-68.4466667,20:30,Saturday,April
2006-07-12 10:40:00,phoenixville,pa,us,unknown,240.0,Saw a small star like object traversing the sky at a high altitude north to south.,10/30/2006,40.1302778,-75.5152778,10:40,Wednesday,July
2004-03-13 22:00:00,falcon,co,us,diamond,600.0,It was really fast and had flashing lights on the bottom of it. It didn&#39t have any sound.,7/8/2004,38.9330556,-104.6080556,22:00,Saturday,March
2004-09-06 21:00:00,jackson,ky,us,triangle,10800.0,The triangular object&#39s had a bright white light &#44them a  red and blue flashing lights. The white flashing light was more brilliant tha,9/9/2004,37.5530556,-83.3836111,21:00,Monday,September
2012-04-19 20:42:00,scarborough,me,us,circle,540.0,5 bright orange lights moving through sky from due East to due North; disappeared in sequence,5/13/2012,43.5780556,-70.3222222,20:42,Thursday,April
2013-09-23 21:10:00,delray beach,fl,us,light,180.0,4 Yellow/Orange lights hovering in sky.,9/30/2013,26.4611111,-80.0730556,21:10,Monday,September
1999-02-19 19:30:00,richmond,va,us,disk,30.0,Aircraft-size disk hovering in sky soundlessly with blue lights on its perimeter From - Thu Feb 18 10:01:52 1999 Received: from www.nwl,4/2/1999,37.5536111,-77.4605556,19:30,Friday,February
2012-02-20 21:00:00,myrtle beach,sc,us,changing,120.0,2 smaller ufo starlike&#44 then huge one floating circling fast,3/13/2012,33.6888889,-78.8869444,21:00,Monday,February
2003-07-29 23:30:00,new york city (brooklyn),ny,us,changing,7200.0,My wife looked out the window at around 11:30 PM. and saw a light in the distance to the west over Manhattan.  At first we thought it w,8/1/2003,40.7141667,-74.0063889,23:30,Tuesday,July
2007-12-15 04:30:00,loves park,il,us,unknown,15.0,Four unmoving&#44 wide blue beams of light at night from sky to ground&#44 with no light source.,3/18/2014,42.32,-89.0580556,04:30,Saturday,December
2013-06-19 23:49:00,stuart,ia,us,light,4.0,Green moving light.,7/3/2013,41.5033333,-94.3183333,23:49,Wednesday,June
1986-05-12 20:45:00,dade city (near),fl,us,triangle,240.0,While camping in the late 80&#39s we had several encounters with a silent triangular object 300-400ft above our camp site,7/5/2005,28.3644444,-82.1961111,20:45,Monday,May
2011-12-25 16:45:00,heathsville,va,us,sphere,30.0,Silent orange glowing ball seen in sky over heathsville,1/12/2012,37.9175,-76.4725,16:45,Sunday,December
1965-05-01 13:00:00,guernsey,wy,us,sphere,60.0,Round&#44 silver object hovering overhead&#44 three witnesses,5/15/2006,42.2697222,-104.7411111,13:00,Saturday,May
2010-06-06 02:45:00,gillette,wy,us,light,195.0,Multiple white soaring lights in one section of sky.,6/10/2010,44.2911111,-105.5016667,02:45,Sunday,June
2014-02-19 20:45:00,bakersfield,ca,us,triangle,420.0,Strange low flying object in nights sky.,2/21/2014,35.3733333,-119.0177778,20:45,Wednesday,February
2006-02-06 03:05:00,dallas,or,us,triangle,600.0,We saw a white triangle shaped craft and it flew very quick.,7/16/2006,44.9194444,-123.3158333,03:05,Monday,February
2008-09-17 20:05:00,pratt,ks,us,circle,120.0,Circular craft with no identifier lights.,10/31/2008,37.6438889,-98.7372222,20:05,Wednesday,September
2000-12-15 05:30:00,waldorf,md,us,light,10.0,A bright green fast moving light.,3/6/2001,38.6244444,-76.9394444,05:30,Friday,December
2011-09-26 09:20:00,georgetown,sc,us,cigar,180.0,White lights that multiplied,10/10/2011,33.3766667,-79.2947222,09:20,Monday,September
2013-11-02 19:15:00,buda,tx,us,triangle,900.0,@7:15 pm my wife and I were driving down the fwy when we both noticed a purple ball of light hovering above a nearby neighborhood.,11/11/2013,30.085,-97.84,19:15,Saturday,November
1999-09-01 21:30:00,reno,nv,us,fireball,60.0,A Meteor with a Difference.,9/12/1999,39.5297222,-119.8127778,21:30,Wednesday,September
1992-08-18 17:00:00,wagarville,al,us,fireball,60.0,A single yellow &quot;fireball&quot; appeared just over the tree line off highway 43 in Wagarville&#44 Alabama. Moments after spotting the object&#44 5,3/16/2000,31.4361111,-88.0283333,17:00,Tuesday,August
1963-06-01 18:00:00,royal oak,mi,us,triangle,180.0,A hovering triangular craft&#44 with moving white lights on the sides and a red light on the bottom.,6/12/2007,42.4894444,-83.1447222,18:00,Saturday,June
2001-11-09 00:00:00,edgewood,nm,us,disk,900.0,I had been feeding my dogs an a blueish object caught my eye,1/11/2002,35.0613889,-106.1908333,00:00,Friday,November
2010-10-22 21:22:00,pittsburgh,pa,us,sphere,120.0,Red/Orange globe with flame tail moving across sky&#44 stopping then reversing direction.,11/21/2010,40.4405556,-79.9961111,21:22,Friday,October
1997-12-15 22:00:00,scranton,pa,us,circle,20.0,I looked outside my window and saw a circular object fly overhead. It had red and green lights in the front,3/21/2003,41.4088889,-75.6627778,22:00,Monday,December
2009-03-08 19:30:00,new york city (city island) (queens),ny,us,light,1200.0,new  yorker sees lights and its no airplane or helicopter in the skys&#33,3/19/2009,40.7141667,-74.0063889,19:30,Sunday,March
2010-03-03 06:15:00,rio rancho,nm,us,fireball,600.0,A fireball in the sky,4/13/2010,35.2333333,-106.6638889,06:15,Wednesday,March
2001-03-08 22:30:00,las vegas,nv,us,oval,30.0,I saw a bright purplish colored orb floating by my bed.,3/16/2001,36.175,-115.1363889,22:30,Thursday,March
1997-05-01 23:00:00,syracuse,ny,us,unknown,7200.0,lights over central NY,3/11/2006,43.0480556,-76.1477778,23:00,Thursday,May
2005-11-14 19:45:00,plano,tx,us,fireball,7.0,A green fireball coming down at a rapid speed disappeared before it would have hit the ground.,12/16/2005,33.0197222,-96.6986111,19:45,Monday,November
2011-01-06 06:43:00,dayton,va,us,other,15.0,Spotted a large meteor heading west,1/12/2012,38.4147222,-78.9388889,06:43,Thursday,January
2003-08-18 20:00:00,rockledge,fl,us,other,60.0,claw hand appears after using scanner on computer,10/7/2003,28.3505556,-80.7255556,20:00,Monday,August
2001-06-09 07:30:00,los angeles,ca,us,cigar,1200.0,I was walking to the restroom from the parking lot of Carl&#39s Junior when I noticed an object far away.  Not caring&#44 because of so many,8/5/2001,34.0522222,-118.2427778,07:30,Saturday,June
2008-07-20 02:20:00,fort davis,tx,us,light,1200.0,2:20 am July 20-08 Fort Davis&#44 Texas&#44 Davis Mountains Resort lights moving in l shape red blue green. n.west sky.,8/12/2008,30.5880556,-103.8941667,02:20,Sunday,July
1994-03-15 21:00:00,asheville,nc,us,disk,1800.0,Seen craft very close hovering over telephone poll not moving or making a sound.,10/7/2003,35.6008333,-82.5541667,21:00,Tuesday,March
2012-01-05 18:30:00,rich hill,mo,us,light,600.0,MO INVESTIGATORS GROUP REPORT:  We had set about an hour and i noticed a strange light above the tallest hill in the river bottoms.,3/13/2012,38.0963889,-94.3608333,18:30,Thursday,January
2007-03-25 21:05:00,santa fe,nm,us,unknown,1800.0,Venus moves by itself?,4/27/2007,35.6869444,-105.9372222,21:05,Sunday,March
2008-07-04 01:15:00,brighton,mi,us,light,240.0,Odd Bright Orange Object in the sky,7/5/2008,42.5294444,-83.7802778,01:15,Friday,July
2002-02-17 22:20:00,moses lake,wa,us,light,120.0,Observed a strange orange light in the night sky.,3/19/2002,47.1302778,-119.2769444,22:20,Sunday,February
2007-09-05 23:40:00,hondo,tx,us,formation,15.0,Arc-shaped craft / formation of lights moving at very high speed East to West at low altitude,10/8/2007,29.3472222,-99.1411111,23:40,Wednesday,September
2005-06-24 03:00:00,grand junction,co,us,circle,10.0,Bright White Circled Craft passes over Grand Junction.,12/16/2005,39.0638889,-108.55,03:00,Friday,June
2006-03-24 22:30:00,lubbock,tx,us,circle,30.0,Lubbock&#44 TX: saw an illuminated object moving quickly from the south to the north at a high altitude and was being followed by a plane.,5/15/2006,33.5777778,-101.8547222,22:30,Friday,March
2000-04-24 00:15:00,merrillville,in,us,triangle,37800.0,SEEN WEIRD LIGHTS IN THE SKY.  MOVING IN ODD DIRECTIONS AND WERE MULTI-COLORED.  ACCOMPANIED BY WEIRD NOISES.  ONE UFO WAS LIT UP LIKE,4/26/2000,41.4827778,-87.3327778,00:15,Monday,April
2014-04-04 20:31:00,panama city,fl,us,light,90.0,My attention was drawn to the SW at a bright light slightly bigger and brighter than the stars.,4/11/2014,30.1586111,-85.6602778,20:31,Friday,April
2008-06-21 23:00:00,pueblo (100mi sw of),co,us,unknown,180.0,saw object move in a zig zag motion. with a bright white light that changed and dimmed. the object moved rapidly to the eastern horizon,10/31/2008,38.2544444,-104.6086111,23:00,Saturday,June
2012-02-17 11:30:00,arlington heights,il,us,triangle,5.0,3 black triangles flying very quickly northwest over Arlington Heights,3/13/2012,42.0883333,-87.9805556,11:30,Friday,February
1998-01-27 21:23:00,miami,fl,us,light,20.0,As I walked into the backyard of my house in Miami&#44 I noticed a sort of amber /white light moving in the sky.,3/7/1998,25.7738889,-80.1938889,21:23,Tuesday,January
2007-01-05 21:15:00,san diego,ca,us,light,1.0,Green light appears in front of my brother and I and takes off across the sky away from us.,2/1/2007,32.7152778,-117.1563889,21:15,Friday,January
2011-03-02 00:00:00,murfreesboro,tn,us,light,240.0,Light&#44 blinking&#44 hovering&#44,3/10/2011,35.8455556,-86.3902778,00:00,Wednesday,March
2010-09-28 10:02:00,santa monica,ca,us,oval,1800.0,object  made  by many rings,11/21/2010,34.0194444,-118.4902778,10:02,Tuesday,September
1993-09-14 21:00:00,toledo,oh,us,oval,900.0,Very bright blue light lit up the night and a huge orange fiery glowing object that hovered over the house.,10/14/2013,41.6638889,-83.5552778,21:00,Tuesday,September
2013-01-30 19:05:00,vidor,tx,us,changing,60.0,Strange moving star like object seen in Vidor Texas.,2/4/2013,30.1313889,-94.0152778,19:05,Wednesday,January
2006-07-04 21:30:00,cedarburg,wi,us,light,60.0,rather bright &quot;shaking&quot; light moving in a north west to south east direction,7/16/2006,43.2966667,-87.9875,21:30,Tuesday,July
2011-07-03 21:15:00,mableton,ga,us,sphere,300.0,Mableton,7/4/2011,33.8186111,-84.5825,21:15,Sunday,July
2001-07-15 11:00:00,binghamton (south of&#44 81 south&#44 near pa border),ny,us,chevron,600.0,fast shiny shaped like a star on its side hovering,8/5/2001,42.0986111,-75.9183333,11:00,Sunday,July
2013-07-03 21:15:00,paddock lake,wi,us,light,120.0,Red light seen over Paddock Lake.,7/5/2013,42.5775,-88.105,21:15,Wednesday,July
1986-03-15 15:40:00,midway,ga,us,light,2.0,Blue light in clear sky with unbelievable speed,10/8/2007,31.8055556,-81.4308333,15:40,Saturday,March
2010-04-22 08:00:00,eunice,la,us,circle,3600.0,Well my family went out shopping and when they came back they ran inside saying there is a ufo&#33 I went outside to look it wasen&#39t there,5/12/2010,30.4941667,-92.4175,08:00,Thursday,April
2007-07-04 22:00:00,danbury,ct,us,circle,300.0,Red circle&#44 half the size of the moon&#44 with dark center slowly got smaller and in 5 minutes was gone.,10/31/2008,41.3947222,-73.4544444,22:00,Wednesday,July
2008-03-03 21:00:00,seattle,wa,us,light,600.0,Two yellow lights moving slowly across the sky.,3/31/2008,47.6063889,-122.3308333,21:00,Monday,March
2005-02-01 17:40:00,adamsville,oh,us,formation,900.0,5 identicle slow moving large disks took 20 minutes to drift across sky,2/8/2005,40.0697222,-81.8825,17:40,Tuesday,February
2004-06-23 01:50:00,prosser,wa,us,light,1080.0,Bright light seen in night time sky dims in intensity several times before disappearing,8/11/2004,46.2069444,-119.7677778,01:50,Wednesday,June
2012-02-01 23:40:00,fullerton,ca,us,fireball,300.0,Orange ball of light moves slowly across the sky&#44 then disappears in a flash of white.,2/3/2012,33.8702778,-117.9244444,23:40,Wednesday,February
2002-03-17 11:33:00,eastchester,ny,us,diamond,212.0,Diamond shaped&#44 mid day I videotaped it.,3/31/2008,40.8883333,-73.8286111,11:33,Sunday,March
2013-07-04 21:15:00,los angeles,ca,us,sphere,600.0,Triple green-red sphere flying over LA,7/14/2013,34.0522222,-118.2427778,21:15,Thursday,July
2001-09-22 21:50:00,livermore,co,us,sphere,9000.0,Pulsating Glowing Sphere,3/19/2002,40.7944444,-105.2166667,21:50,Saturday,September
2012-03-26 00:20:00,monroe,mi,us,triangle,1200.0,Orange lights flying low over the river in Monroe Michigan,4/18/2012,41.9163889,-83.3977778,00:20,Monday,March
2001-02-07 18:05:00,old hickory,tn,us,circle,3.0,Round flying object.  Very fast and quite,2/18/2001,36.2597222,-86.6477778,18:05,Wednesday,February
2010-12-23 20:30:00,manteno,il,us,egg,60.0,((HOAX??))  Saw Egg shaped craft taking off from a felid&#44 it was blue&#44 flew for about 500 ft then diseparred.,1/5/2011,41.2505556,-87.8313889,20:30,Thursday,December
1998-06-12 21:00:00,west chicago,il,us,rectangle,180.0,We were standing in my driveway and this enormous thing flew over my house about 100 feet in the air.  It was a dark mass in the sky wi,1/28/1999,41.85,-87.65,21:00,Friday,June
2000-12-06 18:16:00,roswell,nm,us,triangle,360.0,Helicopter into a triangle at Roswell,1/11/2002,33.3941667,-104.5225,18:16,Wednesday,December
1999-03-22 21:00:00,jackson,ms,us,light,240.0,My wife was walking to the driveway to leave and called me outside. We spotted a large blinking white light moving in a zig-zap pattern,4/2/1999,32.2986111,-90.1847222,21:00,Monday,March
1960-02-01 23:00:00,hartwell,ga,us,cigar,45.0,My father explained an event of a large cigar-shaped object in perfect flight,4/16/2005,34.3527778,-82.9322222,23:00,Monday,February
2006-07-18 21:30:00,lapeer,mi,us,disk,30.0,((HOAX??  Student report.  PD))  I know I saw a unexplainable object.,10/30/2006,43.0513889,-83.3188889,21:30,Tuesday,July
2011-09-20 22:00:00,micco,fl,us,unknown,3600.0,Red lights seen by four over Micco&#44 FL,10/10/2011,27.8802778,-80.5005556,22:00,Tuesday,September
2009-10-17 18:30:00,amarillo,tx,us,sphere,5.0,An unknown light in the southwestern sky. Slowly got smaller before disappearing completely.,12/12/2009,35.2219444,-101.8308333,18:30,Saturday,October
2005-12-21 19:30:00,export,pa,us,flash,5.0,Green flashes of light&#44 several&#44 without sound&#44 that lit up the sky,2/14/2006,40.4180556,-79.6258333,19:30,Wednesday,December
2011-07-14 21:15:00,emerald isle,nc,us,circle,5.0,Orange light at Emerald Isle beach on July 14&#44 201.,7/17/2011,34.6777778,-76.9511111,21:15,Thursday,July
2013-04-27 19:00:00,lake wales,fl,us,light,30.0,Star like light in the sky moving west then fading..,5/15/2013,27.9011111,-81.5861111,19:00,Saturday,April
2011-01-17 19:55:00,west milford,nj,us,fireball,120.0,Five orange orbs of fire/light dancing in sky in West Milford&#44 NJ,2/8/2011,40.5686111,-75.095,19:55,Monday,January
2014-04-10 23:58:00,burnsville,mn,us,circle,900.0,Bright Star Like Shape with red and green blinking lights.,4/11/2014,44.7677778,-93.2775,23:58,Thursday,April
2013-08-12 18:30:00,greensboro,nc,us,cylinder,1200.0,There was a cylinder shape object that was stationary had to be atleast 20&#44000 ft and stayed there for about 20min.Then it vanished.,8/30/2013,36.0725,-79.7922222,18:30,Monday,August
2012-08-19 04:00:00,carefree,az,us,light,3600.0,Stationary flashing lights.  ((NUFORC Note:  Witness is former senior military.  PD)),8/19/2012,33.8222222,-111.9175,04:00,Sunday,August
2010-04-24 23:15:00,houston,tx,us,circle,3600.0,7-10 Orange/Red Lights seen&#44 blackberry battery drained,5/12/2010,29.7630556,-95.3630556,23:15,Saturday,April
1997-07-04 16:00:00,st. paul,mn,us,sphere,35.0,&quot;Chrome&quot; ball over the cliffs of St. Paul,4/28/2001,44.9444444,-93.0930556,16:00,Friday,July
2005-07-15 15:00:00,wheaton,il,us,circle,600.0,2 White circles playing with each other,12/16/2005,41.8661111,-88.1069444,15:00,Friday,July
2011-06-30 22:08:00,cape girardeau,mo,us,light,120.0,Orange Light passing over city&#44 silent.,7/4/2011,37.3058333,-89.5180556,22:08,Thursday,June
1997-07-04 21:30:00,florissant,mo,us,light,10.0,bright blue and white light traveling across the sky from east to west.,9/26/1998,38.7891667,-90.3225,21:30,Friday,July
2013-05-06 05:30:00,orlando,fl,us,formation,10.0,Formation of lights at high altitude moving across pre-dawn sky with lead light followed by three more lights in triangular formation.,5/15/2013,28.5380556,-81.3794444,05:30,Monday,May
2012-08-12 22:45:00,oak island,nc,us,triangle,300.0,Orange cresent craft traveling west to east at Oak Island&#44North Carolinat at 10:45 p.m. 8/12/12,8/19/2012,33.9163889,-78.1613889,22:45,Sunday,August
2008-09-03 22:37:00,quemado,nm,us,sphere,2700.0,Color changing sphere in the sky for about 45 minutes,10/31/2008,34.3438889,-108.495,22:37,Wednesday,September
2011-02-24 20:30:00,jacksonville,fl,us,triangle,120.0,We were outside i step to the side by myself to look at the stars and i seen a triangular shaped object with bright white lights... ive,3/10/2011,30.3319444,-81.6558333,20:30,Thursday,February
2008-06-14 01:00:00,edison,nj,us,disk,300.0,UFO seen in Edison NJ USA up close,7/5/2008,40.5186111,-74.4125,01:00,Saturday,June
1981-05-15 16:00:00,grass valley,ca,us,cigar,5.0,Grass Valley CA&#44 early 80&#39s - Silvery silent slow-flying torpedo-shaped UFO seen over tree-tops.,11/16/2002,39.2191667,-121.06,16:00,Friday,May
2008-12-29 18:05:00,beaverton,or,us,triangle,10.0,Black Triangle Fly-Over (Beaverton&#44 OR),1/10/2009,45.4872222,-122.8025,18:05,Monday,December
2006-03-25 21:30:00,onion creek,wa,us,fireball,4.0,i thought this sighting was rather co-incidental.. i was watching SIGNS with mel gibson and joaquin phonix was about to bash an alien w,5/15/2006,48.7838889,-117.8105556,21:30,Saturday,March
2007-08-30 21:00:00,waupun,wi,us,light,240.0,Lights 6-8 going from right to left with whole object moving from right to left slowly in air (pretty wide object),10/8/2007,43.6333333,-88.7294444,21:00,Thursday,August
2012-08-12 23:20:00,maple valley,wa,us,sphere,20.0,Sphere like object glowing of  a bright white/yellow light flys above me to just vanish&#33 like time warped outta here&#33,8/19/2012,47.4066667,-122.0375,23:20,Sunday,August
2012-05-17 21:20:00,plum,pa,us,cone,180.0,strange orange light in sky,5/29/2012,40.5002778,-79.7497222,21:20,Thursday,May
2009-08-24 03:45:00,neenah,wi,us,other,120.0,2 stars moving parallel,8/27/2009,44.1858333,-88.4625,03:45,Monday,August
2001-12-29 03:00:00,great falls,mt,us,triangle,240.0,Large triangular craft observed over Great Falls Montana.,1/29/2002,47.5002778,-111.3,03:00,Saturday,December
2013-12-13 19:59:00,longmont,co,us,fireball,300.0,Viewing from Longmont CO near 21st and Hover. In the east/south sky I noticed objects that appeared as fireballs seeming to interact wi,2/21/2014,40.1672222,-105.1013889,19:59,Friday,December
2001-10-15 20:21:00,ferndale,wa,us,circle,3.0,Quick white round ball heading in a east to west downward trend,11/20/2001,48.8466667,-122.5897222,20:21,Monday,October
2001-07-29 23:50:00,fort lauderdale,fl,us,fireball,5.0,On the eve of 7/29/01 I witnessed a huge fireball fly accross the sky while driving So. on a Ft&#44 Lauderdale Florida road.,8/5/2001,26.1219444,-80.1436111,23:50,Sunday,July
2010-09-18 21:30:00,louisville,ky,us,triangle,3600.0,I seen about 12 objects that were in the shape of a triangle&#44 that had lights on them. Some looked as if they were burning. There was n,11/21/2010,38.2541667,-85.7594444,21:30,Saturday,September
2013-01-01 00:15:00,seagoville (dallas),tx,us,circle,180.0,Bright&#44 red ball with no noise and changed directions then shot off and disappeared,7/5/2013,32.6394444,-96.5380556,00:15,Tuesday,January
