date_time,city_area,state,country,ufo_shape,encounter_length,description,date_documented,latitude,longitude,time,weekday,month
2009-09-19 19:52:00,great barrington,ma,us,light,30.0,Bright pure white cone of light&#44 not moving&#44 over northwestern Connecticut&#44 for about 20 sec.. ((NUFORC Note:  Missile launch.  PD)),12/12/2009,42.1958333,-73.3625,19:52,Saturday,September
2007-01-24 19:55:00,chesapeake,va,us,fireball,30.0,WE WERE WAS STOPPED AT THE RED LIGHT&#44 AT THE INTERESECTION OF DOMINION BLVD. AND MOSES GRANDY TRAIL..(FACING WEST) AND WE SAW A FIREBAL,2/1/2007,36.8188889,-76.2752778,19:55,Wednesday,January
1999-09-05 06:30:00,sutton,wv,us,disk,600.0,Object in Early Morning Sky over Sutton&#44WV 3 witnesses,10/30/2006,38.6644444,-80.71,06:30,Sunday,September
2013-03-01 21:05:00,el centro,ca,us,triangle,2100.0,3 orange bright triangle or arrowhead shape lights reappeared.,4/12/2013,32.7919444,-115.5622222,21:05,Friday,March
2009-10-25 20:45:00,hemet,ca,us,triangle,60.0,Two triangular UFO&#39s seen over Hemet&#44 CA in the night sky with distortion field,12/12/2009,33.7475,-116.9711111,20:45,Sunday,October
2006-10-30 17:45:00,old lyme,ct,us,flash,60.0,white (looked like a planet) with red and green flashing around it&#44 like police lights. CT.  ((NUFORC Note:  Possible star??  PD)),12/7/2006,41.3158333,-72.3294444,17:45,Monday,October
2008-02-15 18:15:00,reno,nv,us,light,120.0,One bright light moving silently east of Reno Nevada,3/4/2008,39.5297222,-119.8127778,18:15,Friday,February
1976-06-30 01:00:00,cactus flat,sd,us,fireball,5400.0,Fiery oranges red object hovering over Minuteman II Launch Facility alarms sounded security team dispatched to investigate.,2/14/2006,43.8355556,-101.8938889,01:00,Wednesday,June
2013-11-13 01:21:00,sammamish,wa,us,triangle,120.0,Crazy triangle UFO&#44 flashing designs in light show over Sammamish&#44 WA,11/20/2013,47.6419444,-122.0791667,01:21,Wednesday,November
2013-11-16 08:25:00,yuba city,ca,us,sphere,60.0,3 orbs over Beale Air Force Base,11/20/2013,39.1405556,-121.6158333,08:25,Saturday,November
2010-06-01 17:40:00,new york city (queens village),ny,us,cigar,240.0,Large cigar chaped object seen near Queens Nassau border--helicopter follows,6/10/2010,40.7141667,-74.0063889,17:40,Tuesday,June
2003-09-06 23:30:00,new york city,ny,us,cigar,3600.0,Lights over New York City,9/9/2003,40.7141667,-74.0063889,23:30,Saturday,September
2007-11-29 00:00:00,modesto,ca,us,light,3600.0,At 4:00 am I awoke looking at the sky in the E and noticed a bright star. The star started to slowly move.  ((NUFORC Note:  Venus?? )),1/21/2008,37.6391667,-120.9958333,24:00,Thursday,November
1984-08-15 21:00:00,croton-on-hudson,ny,us,sphere,1200.0,craft glided over houses. Seemed to be just above tree line but it was huge so hard to tell how high. Silent. Slow. Many saw it. Police,8/10/1999,41.2083333,-73.8916667,21:00,Wednesday,August
2001-03-26 04:40:00,minneapolis,mn,us,light,60.0,We were at FL330/33&#44000ft ((deleted)) bound ((deleted))-Chicago 3/26/01 @ 0440 Central Time.,4/28/2001,44.98,-93.2636111,04:40,Monday,March
1997-12-01 00:00:00,warwick,ri,us,circle,3600.0,I was watching Deep Space Nine which airs at 12pm when a unusual bright object caught my eye I quickly got up and looked out my front w,6/2/1998,41.7,-71.4166667,00:00,Monday,December
1993-08-12 02:00:00,pembroke pines,fl,us,sphere,600.0,spherical egg shaped bright green-stationary then lightning fast...twice&#33,2/1/2007,26.0027778,-80.2241667,02:00,Thursday,August
2011-06-29 22:04:00,fruitland,md,us,light,5.0,We saw a bright light slowly fade while moving slowly.  ((NUFORC Note:  International Space Station over-flight.  PD)),7/4/2011,38.3219444,-75.6205556,22:04,Wednesday,June
2011-10-16 06:30:00,orlando,fl,us,cylinder,1200.0,I saw a dark rectangular object with three bright lights hovering in the sky for about 5-10 minutes before it transformed and flew off,10/19/2011,28.5380556,-81.3794444,06:30,Sunday,October
2011-03-13 22:00:00,plattekill,ny,us,triangle,3600.0,OBJECTS VERIFIED BY LOCAL POLICE,3/23/2011,41.6175,-74.0763889,22:00,Sunday,March
1967-07-31 22:30:00,wadsworth,oh,us,other,25.0,It travelled too fast to be man made.,11/3/2005,41.0255556,-81.73,22:30,Monday,July
2011-08-27 02:40:00,drake,mo,us,flash,20.0,A bright flash or blink was observed in several locations in the night sky.,10/10/2011,38.4683333,-91.4644444,02:40,Saturday,August
2011-07-29 22:50:00,dunn,nc,us,triangle,15.0,Triangular UFO&#39s seen in Dunn&#44 NC on  07/29/2011,10/10/2011,35.3061111,-78.6091667,22:50,Friday,July
2013-06-04 23:50:00,bloomington,mn,us,oval,3600.0,Large oval ring of lights.,7/3/2013,44.8408333,-93.2980556,23:50,Tuesday,June
2004-07-11 15:30:00,tarpon springs,fl,us,disk,60.0,During the aftermath of the second hurricane to hit Florida I was cleaning up debris to be taken to a site the county had set up for di,9/2/2005,28.1458333,-82.7569444,15:30,Sunday,July
2007-03-22 22:46:00,griffin,ga,us,teardrop,120.0,Purplish light seen from car over school parking lot in Griffin GA,4/27/2007,33.2466667,-84.2641667,22:46,Thursday,March
2004-04-15 01:00:00,hayden,id,us,unknown,15.0,UFOs may only be intraterrestial&#44 military or other-than-normal occurance&#44 not extraterrestial.,7/5/2008,47.7661111,-116.7855556,01:00,Thursday,April
1957-07-15 23:30:00,kansas city,mo,us,light,10800.0,car ingulfed in red light&#44 missing time&#44 father decessed now&#44 mother now 75&#44 sister now 44&#44 and self now 54&#44 light remained for what se,8/10/1999,39.0997222,-94.5783333,23:30,Monday,July
2011-12-25 18:15:00,defiance,mo,us,circle,90.0,Took my dogs out to go to the bathroom&#44 neighbors pointed out 10-15 circular orbs hovering vertically of one another.,1/12/2012,38.6635,-90.8184,18:15,Sunday,December
1989-09-27 20:30:00,oak ridge (over classified y12 facility),tn,us,disk,1800.0,Huge Saucer with lights seen&#44 over Oak Ridge&#44 hovered&#44 lights changed&#44 and suddingly disappeared .,4/30/2004,36.0102778,-84.2697222,20:30,Wednesday,September
1996-08-15 22:00:00,lexington,va,us,light,5.0,What I saw was a light in the sky that moved silently and very fast down the side of a mountain.,7/16/2003,37.7838889,-79.4430556,22:00,Thursday,August
2007-10-28 17:30:00,bolingbrook,il,us,light,900.0,Numerous lights with jets following,11/28/2007,41.6986111,-88.0683333,17:30,Sunday,October
2000-08-06 21:13:00,portland,or,us,light,180.0,bright light moving South to North&#44 then turns due East over Portland&#44 Or.  Above airliner traffic&#44 and faster.,9/17/2000,45.5236111,-122.675,21:13,Sunday,August
1988-12-14 09:00:00,ohio city,oh,us,disk,600.0,Huge craft with lights moving slowly about 20-30 feet off the ground,4/2/1999,40.7713889,-84.6155556,09:00,Wednesday,December
2009-03-12 00:15:00,riverton,ut,us,circle,2700.0,Round obj. flashing red&#44 blue&#44 green&#44 yellow colors; 10 deg. above hor. and sSSW of my position. ((NUFORC Note:  Sirius?  PD)),3/19/2009,40.5219444,-111.9383333,00:15,Thursday,March
2005-04-23 18:30:00,juneau,ak,us,disk,15.0,Saucer-like craft flies northwest,5/11/2005,58.3019444,-134.4197222,18:30,Saturday,April
2009-02-27 01:30:00,tahoe city,ca,us,cigar,5.0,fast moving object with flashing lights disappeared in 4-5 seconds,3/19/2009,39.1722222,-120.1377778,01:30,Friday,February
2009-09-09 22:30:00,albion,mi,us,light,180.0,strange lite,12/12/2009,42.2430556,-84.7530556,22:30,Wednesday,September
2009-05-24 15:00:00,yakima,wa,us,disk,2.0,Disc seen in pic after dowloading pic to computer over military base,8/5/2009,46.6022222,-120.5047222,15:00,Sunday,May
2010-07-04 21:30:00,west peoria,il,us,circle,120.0,On July 4th&#44 2010&#44 I saw 2 red ball in the night sky traveling northwesterly&#44 andthe dissapeared in the tree line.,7/10/2010,40.6936111,-89.5888889,21:30,Sunday,July
2004-06-16 13:18:00,portland,or,us,sphere,180.0,Object seen in sky over Downtown Portland Oregon moving very slowly coming from N.E. Direction to S.W. direction.  Appeared silver in c,6/18/2004,45.5236111,-122.675,13:18,Wednesday,June
2004-08-31 20:50:00,troy,ky,us,other,3600.0,A cloud like cigar shaped object - moved eastward over our heads and dissipated((NUFORC Note:  Missile launch.  PD)),9/1/2004,37.91,-84.6947222,20:50,Tuesday,August
2008-10-08 21:00:00,ukiah,ca,us,light,1209600.0,&quot;Bright-Star or Something Else&quot;&#33  ((NUFORC Note:  Probable star.  PD)),10/31/2008,39.1502778,-123.2066667,21:00,Wednesday,October
2009-06-11 20:13:00,seattle,wa,us,oval,1200.0,I am a trained scientist and skeptic. I come from a military and nasa background. This thing I am seeing and recording&#44 hovering&#44 is hu,8/5/2009,47.6063889,-122.3308333,20:13,Thursday,June
2011-12-23 22:58:00,grass valley,ca,us,other,540.0,Red lights shining on a black or invisible flying/stationary object.,1/12/2012,39.2191667,-121.06,22:58,Friday,December
1975-08-01 18:00:00,ravenna (near  west branch state park),oh,us,cylinder,1200.0,5 of us were standing outside talking&#44 I felt as though someone was looking at me&#44 I turned around and saw it it was&#39nt moving&#44 then st,1/28/1999,41.1575,-81.2422222,18:00,Friday,August
2010-10-24 19:35:00,katy,tx,us,light,300.0,Bluish white light observed in 90 degree turn and flight to east over Ft Bend county Texas,11/21/2010,29.7855556,-95.8241667,19:35,Sunday,October
2013-03-01 22:45:00,dublin,oh,us,sphere,180.0,Three fireball looking obects in a triangle pattern then crossed each other followed by a single fireball.,3/18/2014,40.0991667,-83.1141667,22:45,Friday,March
2006-07-29 23:00:00,yakima (on i-82),wa,us,fireball,30.0,Big ball of fire coming down from the sky landed on I-82 near sunnyside&#44wa,1/10/2009,46.6022222,-120.5047222,23:00,Saturday,July
2005-03-10 19:30:00,parlin,nj,us,oval,4.0,A white dot traveled at amazing speed&#44 followed by a blue light behind it.,5/11/2005,40.4619444,-74.3386111,19:30,Thursday,March
2013-09-14 23:00:00,hamilton,oh,us,fireball,1800.0,15 fireballs in sky moving at a good speed.,9/30/2013,39.3994444,-84.5613889,23:00,Saturday,September
2002-09-15 08:30:00,lyndeborough,nh,us,disk,600.0,Around 8:30 i noticed a ball of light moving diagnally and then hovering above the tree line,10/8/2007,42.9075,-71.7669444,08:30,Sunday,September
2010-11-23 18:00:00,north bergen,nj,us,other,240.0,THE OBJECT CHANGED COLOURS OVER NYC&amp; N.J. IN HEAVY AIRTRAFFIC. MID. AFTERNOON.,3/23/2011,40.8041667,-74.0125,18:00,Tuesday,November
1989-06-02 21:00:00,macon,ga,us,circle,120.0,Could have hit this one too.,8/5/2001,32.8405556,-83.6325,21:00,Friday,June
1993-09-10 20:30:00,phoenix,az,us,rectangle,60.0,A massive object in the sky&#44 that shined a light in front of me that was very weird....,10/31/2008,33.4483333,-112.0733333,20:30,Friday,September
1997-11-01 06:00:00,newton,ga,us,light,60.0,About  0600 am going to work i saw this most unusual light  from something overhead.,2/14/2006,31.3127778,-84.3358333,06:00,Saturday,November
1999-07-25 03:55:00,jacksonville,fl,us,light,300.0,unusual light,8/10/1999,30.3319444,-81.6558333,03:55,Sunday,July
2005-08-15 19:00:00,taunton,ma,us,disk,300.0,It was over 300 yds long and approx 80 yds high and made no no sound at all.,11/21/2010,41.9,-71.0902778,19:00,Monday,August
2013-03-06 19:50:00,st. petersburg,fl,us,light,600.0,10-12 rapidly moving orange lights&#44 low to the ground and silent.,5/15/2013,27.7705556,-82.6794444,19:50,Wednesday,March
2011-07-01 22:20:00,yankton,sd,us,unknown,60.0,Yellow/orange light&#44 had points&#44 in the atmosphere and close to us&#44 moved funny&#44 faded away into the sky.,7/4/2011,42.8711111,-97.3969444,22:20,Friday,July
2010-12-14 03:15:00,hudson,fl,us,cone,1800.0,Strange lights over the gulf near Hudson Beach&#44 Florida,1/5/2011,28.3641667,-82.6936111,03:15,Tuesday,December
2012-07-02 03:25:00,blue island,il,us,flash,5.0,Bright white light in the sky.,7/4/2012,41.6572222,-87.68,03:25,Monday,July
2007-04-19 21:00:00,kingston,wa,us,light,3.0,moving light adjacent to the moon; very high and disappeared suddenly; did not reappear,4/27/2007,47.7988889,-122.4969444,21:00,Thursday,April
2014-02-07 11:32:00,pie town,nm,us,disk,180.0,Two I-Phone Camera Shots Reveal Three Partially De-cloaked Disks; Possible cloaked Mother-Ship.,2/14/2014,34.2983333,-108.1341667,11:32,Friday,February
2007-07-16 22:00:00,seattle,wa,us,teardrop,1.0,Photographed UFO over Puget Sound on July 16&#44 2007 just after sunset.,8/7/2007,47.6063889,-122.3308333,22:00,Monday,July
2009-08-08 23:10:00,blanchard,mi,us,sphere,600.0,Orange orb or light in the night sky - Blanchard Michigan 8-8-9,8/27/2009,43.5197222,-85.08,23:10,Saturday,August
2012-03-30 21:10:00,holladay,ut,us,light,300.0,In the south skies above Salt Lake City&#44 a firey light traveled slowly&#44 then ascended from earth.,5/13/2012,40.6688889,-111.8238889,21:10,Friday,March
2011-09-26 18:15:00,towson,md,us,egg,10.0,Single&#44 chrome&#44 stationary object witnessed near Baltimore&#44 Maryland. Vanished instantly.,8/5/2012,39.4013889,-76.6022222,18:15,Monday,September
1994-05-15 16:00:00,elkhart,in,us,sphere,90.0,I saw 6 spherical objects&#44 silver or chrome in color. They were circling around eachother very close and at a high rate of speed.,4/2/1999,41.6819444,-85.9766667,16:00,Sunday,May
2005-05-05 20:24:00,rockport,ma,us,rectangle,60.0,MUFON/MASSACHUSETTS REPORT:  Rectangle seen in Rockport&#44 MA,5/11/2005,42.6555556,-70.6208333,20:24,Thursday,May
2011-07-04 22:30:00,phillipsburg,ks,us,sphere,180.0,My wife&#44 myself and some friends were coming into our town when witnessed what I wanted to call a Chinese lantern. It flew right over t,7/17/2011,39.7561111,-99.3236111,22:30,Monday,July
2008-11-21 13:49:00,dyersburg,tn,us,cigar,60.0,I was in a vehicle on an exit ramp on I-155w waiting at a stop sign to turn left onto lake rd.(hwy 78) in dyersburg&#44 tn.  I noticed a l,1/10/2009,36.0344444,-89.3855556,13:49,Friday,November
2013-11-03 07:45:00,burns,tn,us,circle,600.0,2 orange balls of light.,11/11/2013,36.0533333,-87.3125,07:45,Sunday,November
2007-06-19 20:54:00,monroe,la,us,light,2.0,I saw nothing&#44 but the camera saw differently,8/7/2007,32.5091667,-92.1191667,20:54,Tuesday,June
2004-03-13 09:50:00,san jose,ca,us,unknown,3.0,Unusual Green/Blue light dropping from the sky...,3/17/2004,37.3394444,-121.8938889,09:50,Saturday,March
1998-09-23 21:15:00,kent,wa,us,oval,2.0,Bright fluorescent blue-green object&#44 flying very fast East to West&#44 in Southern sky. No noise. No tail&#44 but very phosphorescent. Calle,9/26/1998,47.3811111,-122.2336111,21:15,Wednesday,September
1999-05-20 20:00:00,madison (20 miles south of),wi,us,cone,600.0,Sides of cone were flickering white light.  Object was about 3/4 of a mile away&#44 just below clouds.  My view was breifly blocked&#44 then,6/23/1999,43.0730556,-89.4011111,20:00,Thursday,May
2012-10-13 19:20:00,pekin,il,us,triangle,120.0,EIGHT ORANGE AND RED LIGHTS OVER PEKIN&#44 IL.,10/30/2012,40.5675,-89.6405556,19:20,Saturday,October
1994-07-15 20:30:00,sebago lake,me,us,light,240.0,Bright silent lights above lake,7/5/1999,43.7608333,-70.5261111,20:30,Friday,July
2008-10-26 23:17:00,st. louis,mo,us,triangle,37800.0,Metallic object&#44 square/triangular shape&#44 with blinking lights.,10/31/2008,38.6272222,-90.1977778,23:17,Sunday,October
2010-11-12 00:45:00,galloway,oh,us,disk,180.0,attempting to resend video from prior report,1/5/2011,39.9130556,-83.1625,00:45,Friday,November
1966-08-20 01:00:00,indianapolis,in,us,light,1500.0,Red light in tree,4/16/2005,39.7683333,-86.1580556,01:00,Saturday,August
1997-05-13 21:00:00,petaluma,ca,us,triangle,30.0,A triangular formation of about 10 glowing&#44reddish lights suddenly appear and fly silently overhead.,10/2/1999,38.2325,-122.6355556,21:00,Tuesday,May
2004-05-02 00:01:00,camp hill,pa,us,unknown,900.0,Three objects appeared that observed us and moved me to another spot before disappearing.,5/10/2004,40.2397222,-76.9202778,00:01,Sunday,May
1986-10-01 22:00:00,wheeling,wv,us,light,10.0,Missing time after seeing something that looked like the Northern lights.,1/11/2002,40.0638889,-80.7211111,22:00,Wednesday,October
2013-12-25 20:00:00,orlando,fl,us,fireball,300.0,Very bright fire ball visible moving from north to south at approximately 300 feet above the ground.,1/10/2014,28.5380556,-81.3794444,20:00,Wednesday,December
1988-04-04 02:00:00,brunswick,me,us,unknown,10.0,Navy aircraft completely illuminated by moving&#44 elevated bright green light hovering over airfield,5/11/2005,43.9144444,-69.9658333,02:00,Monday,April
1995-07-28 15:15:00,wauwatosa,wi,us,sphere,900.0,Saw three UFOs in the sky on a clear blue day.,2/14/2006,43.0494444,-88.0075,15:15,Friday,July
2011-03-16 21:16:00,chamberlain,sd,us,light,300.0,bright orange lights over Chamberlain&#44 SD,3/23/2011,43.8108333,-99.3302778,21:16,Wednesday,March
2012-08-30 18:39:00,el cerrito,ca,us,disk,300.0,This aircraft was making maneuvers that are not physically possible by any known aircraft in all the militaries of the world.,9/24/2012,37.9158333,-122.3105556,18:39,Thursday,August
2008-04-26 21:00:00,harrison,ar,us,cylinder,60.0,short sighting over harrison&#44 ar.,6/12/2008,36.2297222,-93.1075,21:00,Saturday,April
2005-11-28 22:45:00,gilbert,az,us,formation,15.0,Disappearing in a fading smoke.,12/16/2005,33.3527778,-111.7883333,22:45,Monday,November
2008-06-26 20:45:00,waterbury,ct,us,sphere,600.0,Four bright white sphere&#39s out of the north&#44 south&#44 east and west approximately the size of the full moon&#33,10/31/2008,41.5580556,-73.0519444,20:45,Thursday,June
2005-03-01 22:30:00,manassas,va,us,sphere,2.0,I observed a bright blue soccer ball size object travel at high speed just above the tree tops.,4/16/2005,38.7508333,-77.4755556,22:30,Tuesday,March
2010-07-28 23:00:00,lansing,mi,us,light,600.0,Black cloud like objects with one or more white lights moving within and between the black areas.,7/29/2010,42.7325,-84.5555556,23:00,Wednesday,July
2005-01-10 05:15:00,murfreesboro,tn,us,disk,20.0,At first we thought it was lighting&#44 when 4 rapid bursts of light went off&#44 but they illuminated a LARGE saucer style craft- very shine,1/19/2005,35.8455556,-86.3902778,05:15,Monday,January
2002-07-07 14:00:00,chagrin falls,oh,us,cross,300.0,Digital photos of high altitude object over Chagrin Falls&#44 Oh.&#44 07/07/02.  &quot;Popping&quot; sound(distant) behind object.,7/26/2002,41.4361111,-81.3866667,14:00,Sunday,July
1981-04-01 21:00:00,arenzville,il,us,other,60.0,Orange&#44 house-shaped craft,9/24/2003,39.8769444,-90.3733333,21:00,Wednesday,April
2000-10-15 21:10:00,middletown,ca,us,cigar,60.0,I am an engineer and was startled since I have never seen anything like this before. While driving home from shopping&#44 I saw an bright,1/3/2001,38.7525,-122.6138889,21:10,Sunday,October
1974-08-08 03:00:00,east haven,ct,us,light,60.0,Police officers observe UFO 2 nights consecutively in  August of 1974,3/9/2004,41.2761111,-72.8688889,03:00,Thursday,August
1964-07-07 21:30:00,wautoma,wi,us,light,1200.0,A very close encounter with a UFO; right at the back window of my 1960 Corvair.,3/31/2008,44.0747222,-89.2877778,21:30,Tuesday,July
2011-02-11 15:00:00,brea,ca,us,light,3600.0,Star-like abject moving randomly across the sky.,2/18/2011,33.9166667,-117.8991667,15:00,Friday,February
2012-07-18 22:30:00,myrtle beach,sc,us,light,300.0,There were two red/orange lights in a horizontal line slightly apart from each other  not moving&#44 without any noise just there. At firs,8/5/2012,33.6888889,-78.8869444,22:30,Wednesday,July
2000-06-23 21:30:00,tacoma,wa,us,light,600.0,Beginning on 6/23/00 and occurring each night for three consequetive nights&#44 I saw what I first took to be a star.  This star appeared,7/23/2000,47.2530556,-122.4430556,21:30,Friday,June
2003-09-18 04:00:00,surf city (topsail island),nc,us,light,7200.0,Many craft coming from and returning to a paticular fixed object in the sky.,2/12/2004,34.4269444,-77.5463889,04:00,Thursday,September
2011-05-21 19:00:00,oxford,mi,us,fireball,420.0,Orange quiet fireball,5/29/2011,42.8247222,-83.2647222,19:00,Saturday,May
2013-09-07 21:30:00,petaluma,ca,us,circle,7.0,White/Orange sphere races across San Francisco area sky.,10/23/2013,38.2325,-122.6355556,21:30,Saturday,September
2012-07-21 21:55:00,medford,ny,us,oval,480.0,Orange glowing oval sphere flying in fromation style,8/5/2012,40.8175,-73.0005556,21:55,Saturday,July
2003-11-23 18:30:00,piscataway,nj,us,triangle,180.0,Triangle shaped abject that hovered in the sky,11/26/2003,40.4991667,-74.3994444,18:30,Sunday,November
2012-10-06 19:30:00,chesapeake,va,us,sphere,600.0,Many red round spheres of light. All traveling together then ascended into the sky.,10/30/2012,36.8188889,-76.2752778,19:30,Saturday,October
2012-12-13 17:00:00,north providence,ri,us,unknown,1320.0,I Julian Smith witnessed and others mutiple ufos speeding faster then the fighter jet plans and all other objects near 100miles in eyes,12/20/2012,41.85,-71.4666667,17:00,Thursday,December
1997-04-20 02:00:00,carlinville,il,us,other,3600.0,In the night&#44 I was awoken by the prescence of a groteque&#44 glowing ship&#44 with a glow as so sinister in a cloak of shadows IT was with.,7/25/2004,39.2797222,-89.8816667,02:00,Sunday,April
1998-11-16 21:00:00,pittsburgh,pa,us,other,900.0,I saw 4 different aircrafts within a period of 15 min&#44 all were square&#44 low flying&#44 had 3 round lights&#44 and fast flashing red lights.,11/19/1998,40.4405556,-79.9961111,21:00,Monday,November
1984-11-09 04:00:00,brandon (outside jackson),ms,us,cylinder,300.0,I lived in Crossgates on the north end of the lake  I woke up suddenly&#44 got up out of bed and looked out the glass doors. Just above tr,2/27/2000,32.2730556,-89.9858333,04:00,Friday,November
2013-12-19 20:30:00,lacey,wa,us,oval,60.0,UFO realized it had been spotted.,1/10/2014,47.0344444,-122.8219444,20:30,Thursday,December
2009-09-10 20:37:00,youngsville,ny,us,light,120.0,Color changing object that hovered for 1-2 minutes&#44  then faded away.,12/12/2009,41.8083333,-74.8866667,20:37,Thursday,September
2013-07-31 20:59:00,south bend,in,us,light,120.0,Bright light moving fast out in the cornfeilds,11/20/2013,41.6833333,-86.25,20:59,Wednesday,July
2012-10-06 10:00:00,reynoldsburg,oh,us,oval,240.0,UFO over Reynoldsburg OH 10/6/12,10/30/2012,39.9547222,-82.8122222,10:00,Saturday,October
1999-11-05 21:35:00,springfield (14 mi. s of&#44 near highlandville),mo,us,fireball,240.0,Two strobing white lights very close in the sky&#44 followed by a low flying red fireball at approximately a 20% angle,11/9/1999,37.2152778,-93.2980556,21:35,Friday,November
1997-05-08 22:00:00,auburn,wa,us,triangle,60.0,we saw a &quot;V&quot; shaped object from beneath.  It had at least 15 lights .  no sound&#44 it was traveling north bound right in the air traffic,10/12/2001,47.3075,-122.2272222,22:00,Thursday,May
1997-03-03 18:30:00,sullivan (near),mo,us,light,1800.0,3 lights seen above horizon.  Flickered on and off.  Appeared and disappeared in different places.,1/28/1999,38.2080556,-91.1602778,18:30,Monday,March
2004-09-18 00:00:00,rancho cucamonga,ca,us,disk,900.0,Brite White and Red lights Have Video taped it.,10/27/2004,34.1063889,-117.5922222,00:00,Saturday,September
2011-08-24 04:15:00,cloquet,mn,us,light,37800.0,UFO scanning&#44 in the sky.  ((NUFORC Note:  Possibly not a serious report.  PD)),10/10/2011,46.7216667,-92.4591667,04:15,Wednesday,August
2011-12-30 22:30:00,san francisco,ca,us,sphere,60.0,Red orb light hovers over couple in San Francisco&#44 CA 12/30/2011,1/12/2012,37.775,-122.4183333,22:30,Friday,December
2013-05-25 08:29:00,purcell,ok,us,disk,660.0,A small round object moved across sky from southeast to northwest at high velocity without vapor trail no noise at a altitude lower tha,6/2/2013,35.0136111,-97.3608333,08:29,Saturday,May
2013-08-30 04:30:00,fort smith,ar,us,triangle,1200.0,Clear night bright light that looked like a star but moved vertically and then horizontally with flashing lights rear.,9/9/2013,35.3858333,-94.3983333,04:30,Friday,August
2010-12-05 23:00:00,milford,ct,us,circle,30.0,Driving down the street thinking &quot; did something just fall out of the sky?&quot;,1/5/2011,41.2222222,-73.0569444,23:00,Sunday,December
2002-02-25 02:30:00,touchet,wa,us,light,300.0,We saw a very bright light&#44 hovering&#44 and then moving rapidly away over the desert hills of SE Washington.,3/19/2002,46.04,-118.6711111,02:30,Monday,February
2005-10-14 14:45:00,lenexa,ks,us,sphere,300.0,Watched three spheres with light reflecting off of them creating a silver glint. One was above the other by perhaps 100 feet. The third,10/20/2005,38.9536111,-94.7333333,14:45,Friday,October
1999-06-15 15:00:00,noblesville,in,us,circle,120.0,DRIVING SOUTH ON ST. RD&#44 213 MY FRIEND SPOTTED a BRIGHT SHINNING METALIC CIRCULAR OBJECT &#44SHE ASKED IF I HAD SEEN IT . I SAID NO THEN A,2/16/2000,40.0455556,-86.0086111,15:00,Tuesday,June
2011-11-16 20:13:00,miami,fl,us,unknown,20.0,Triangular formation that disburses.,12/12/2011,25.7738889,-80.1938889,20:13,Wednesday,November
2008-07-03 22:01:00,st. paul,mn,us,circle,600.0,Me and my girlfriend was at a event on the river in st.paul minnesota.We were standing in a line.When we were looking up into the sky a,8/12/2008,44.9444444,-93.0930556,22:01,Thursday,July
2007-08-28 17:00:00,dinuba,ca,us,triangle,10.0,White or silver triangle observed&#44 no sound or lights&#44 moving at a very high rate of speed.,10/8/2007,36.5433333,-119.3861111,17:00,Tuesday,August
2008-12-05 06:10:00,tacoma,wa,us,other,1200.0,Christmas Bell Shaped Lit Objects in sky with Red and White lights that seemed blurry or hazy.,1/10/2009,47.2530556,-122.4430556,06:10,Friday,December
1998-01-05 16:15:00,phelan,ca,us,other,1200.0,Mr. D.F. was outside in his yard when he looked up and noticed a huge&#44 slow moving&#44 black cigar-shaped object with wings coming from th,10/2/1999,34.4261111,-117.5713889,16:15,Monday,January
2012-10-20 19:20:00,el paso,tx,us,fireball,120.0,Fiery balls falling from the sky over El Paso.,10/30/2012,31.7586111,-106.4863889,19:20,Saturday,October
2007-11-29 01:05:00,bloomington,il,us,formation,5.0,A series of 8-10 amber lights in traveled in a V formation&#44  unable to determine if they were part of one craft or several aligned ones,2/14/2008,40.4841667,-88.9936111,01:05,Thursday,November
2008-07-03 22:01:00,cypress,tx,us,light,30.0,Orange flickering light northwest of Houston observed from Highway 290,8/12/2008,29.9688889,-95.6969444,22:01,Thursday,July
2012-02-05 20:10:00,south williamsport,pa,us,light,120.0,Strange yellow light moved up the side of the mountain&#44 into the air and then disappeared.,2/10/2012,41.2319444,-76.9994444,20:10,Sunday,February
2011-03-08 18:30:00,belle mead,nj,us,light,90.0,Glowing orb ascended from my woods&#44 hovered above the trees&#44 trailed behind a plane&#44 stopped&#44 than finally disappeared.,3/23/2011,40.4666667,-74.6611111,18:30,Tuesday,March
2008-03-14 19:00:00,denver,co,us,other,120.0,I saw two silver dots in the western sky as the sun was setting both were locked into a single position in the sky and then they were g,3/31/2008,39.7391667,-104.9841667,19:00,Friday,March
1981-04-18 17:00:00,long beach,ca,us,formation,5.0,V-formaton of 3 large crafts,12/17/2011,33.7669444,-118.1883333,17:00,Saturday,April
2007-08-22 21:00:00,myrtle beach,sc,us,oval,900.0,Two red ovals moving in irregular movements in a south-east approach.,10/8/2007,33.6888889,-78.8869444,21:00,Wednesday,August
2007-10-02 10:00:00,cottonwood,az,us,triangle,120.0,Triangle or three-light formation seen in daylight,10/8/2007,34.7391667,-112.0091667,10:00,Tuesday,October
2010-02-04 09:00:00,grove city,oh,us,sphere,20.0,((HOAX??))  white lights flying around the moon several times.,2/14/2010,39.8813889,-83.0930556,09:00,Thursday,February
2004-04-19 07:15:00,knoxville,tn,us,triangle,600.0,Unusual contrail in early morning sky ((NUFORC Note:  Contrail?  Just a guess.  PD)),4/27/2004,35.9605556,-83.9208333,07:15,Monday,April
